alpha,H,He,Fe,S,Fe_1,S_1,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
48.0,0.0,0.0,0.0430087890625,0.0007910156249999,0.0,0.0,3.778961296462045,1.790387153654698,-0.4311595878116809,4.416699353260623,1.5774043477207307,8.283185307179584,0.25715510845871253,1.0,1.0,0.07138773502790129,3.510665553502673,1.3376483275119555,0.01683540025084047,1.7296982174039488,5.655180577557386,8.083956203922558,0.09739660132642189,1.5459881149498957,1.4232472092359956,0.1550924907617097,2.1758297682949896
49.0,0.0,0.0,0.045336425781249995,0.00085351562499995,0.0,0.0,3.9867896701831067,1.789410396943626,-0.45491717812762045,4.799092449382496,1.5628824377606791,8.283185307179584,0.26227057900305095,1.0,1.0,0.0711856673258028,3.5177965010574033,1.3683112416141996,-0.0008080106344127355,1.622614631853501,5.332949220041239,7.925258065243507,0.11969494436440489,1.4060826844903627,1.2375620367292313,0.1503878035000033,2.233237631003219
50.0,0.0,0.0,0.046500244140624994,0.000884765624999975,0.0,0.0,4.090703857043637,1.7896522782362807,-0.4667959732855902,4.9902889974434315,1.5556214827806534,8.283185307179584,0.26482831427522013,1.0,1.0,0.07108463347475355,3.521361974834768,1.3937499126953323,-0.009629716077039338,1.5690728390782773,5.171833541283165,7.8550779061221805,0.1308441158833964,1.3361299692605961,1.144719450475849,0.1480354598691501,2.2619415623573333
51.0,0.0,0.0,0.0476640625,0.000916015625,0.0,0.0,4.1946180439041685,1.7903276365177572,-0.47867476844356,5.181485545504367,1.5483605278006276,8.283185307179584,0.26738604954738937,1.0,1.0,0.0709835996237043,3.5249274486121336,1.4200223374233043,-0.01845142151966594,1.5155310463030534,5.010717862525092,7.791213853138797,0.1419932874023879,1.2661772540308296,1.051876864222467,0.14568311623829688,2.290645493711448
52.0,0.0,0.0,0.05006640625,0.0010229492187499999,0.0,0.0,4.40324571005651,1.7770836289261067,-0.503948106027188,5.747030859717545,1.5675992299490549,8.283185307179584,0.28031193150451783,1.0,1.0,0.07079730629117009,3.531558727079606,1.420260852730274,0.012589851539289097,1.4380217416201342,5.063898711251653,8.105830135011546,0.12328147522614981,1.223975831791426,1.151115058539553,0.1454856404718392,2.2931956976946775
53.0,0.0,0.0,0.051267578125000005,0.001076416015625,0.0,0.0,4.507559543132681,1.7714950169868349,-0.516584774819002,6.029803516824133,1.5772185810232684,8.283185307179584,0.2867748724830821,1.0,1.0,0.07070415962490298,3.534874366313342,1.4308728325752116,0.028110488068766617,1.3992670892786747,5.090489135614934,8.269048626117174,0.11392556913803076,1.2028751206717243,1.2007341556980964,0.14538690258861037,2.294470799686292
54.0,0.0,0.0,0.05246875,0.0011298828125,0.0,0.0,4.611873376208852,1.7665002376879992,-0.529221443610816,6.312576173930722,1.586837932097482,8.283185307179584,0.29323781346164635,1.0,1.0,0.07061101295863588,3.5381900055470785,1.441410104659662,0.043631124598244135,1.360512436937215,5.117079559978214,8.436367873700727,0.10456966304991172,1.1817744095520224,1.2503532528566395,0.14528816470538153,2.2957459016779067
55.0,0.0,0.0,0.055263671875,0.00124853515625,0.0,0.0,4.859403244502839,1.747729863453901,-0.5444980025484341,6.690796279678643,1.6457254350509056,8.283185307179584,0.3115383799009517,1.0,1.0,0.06949276945886049,3.579186137440646,1.4319530825279045,0.01967830261784385,1.4777772551489763,4.682493056988395,8.393391162075345,0.11423221188197233,1.1961710601449944,1.2464229689201083,0.14496138055661908,2.29999246793154
56.0,0.0,0.0,0.0566611328125,0.0013078613281249998,0.0,0.0,4.983168178649832,1.7388137501785654,-0.5521362820172431,6.879906332552602,1.6751691865276173,8.283185307179584,0.3206886631206044,1.0,1.0,0.0689336477089728,3.5996842033874294,1.4291138185881167,0.0077018916276437085,1.5364096642548568,4.465199805493485,8.372079725538654,0.11906348629800262,1.2033693854414804,1.2444578269518427,0.14479798848223785,2.3021157510583574
57.0,0.0,0.0,0.05805859375,0.0013671875,0.0,0.0,5.106933112796826,1.730188140320891,-0.559774561486052,7.069016385426563,1.7046129380043291,8.283185307179584,0.32983894634025707,1.0,1.0,0.06837452595908511,3.6201822693342134,1.432441853372588,-0.004274519362556435,1.5950420733607373,4.247906553998575,8.350884804070056,0.12389476071403292,1.2105677107379664,1.2424926849835771,0.14463459640785664,2.304239034185174
58.0,0.0,0.0,0.06113916015625,0.0014296875,0.0,0.0,5.376544870177478,1.7089701177386,-0.5820506374378605,7.887619125072301,1.747653265824721,8.283185307179584,0.3396029360662073,1.0,1.0,0.0674595113918593,3.6553304589780287,1.4709428990889015,-0.1213788666000847,2.537554978577171,3.1584419859777118,8.550770011206197,0.13077729214943848,1.1263716465792644,1.2429002138571659,0.14165160125510723,2.344597110538719
59.0,0.0,0.0,0.062679443359375,0.0014609375,0.0,0.0,5.5113507488678035,1.6995226597025623,-0.5931886754137647,8.29692049489517,1.7691734297349169,8.283185307179584,0.3444849309291824,1.0,1.0,0.06700200410824639,3.6729045537999365,1.5260417019233437,-0.17993104021884884,3.0088114311853875,2.61370970196728,8.656015416180146,0.13421855786714126,1.0842736144999132,1.2431039782939601,0.1401601036787325,2.3647761487154915
60.0,0.0,0.0,0.0642197265625,0.0014921875,0.0,0.0,5.646156627558129,1.6907452219215284,-0.6043267133896689,8.706221864718039,1.790693593645113,8.283185307179584,0.34936692579215756,1.0,1.0,0.06654449682463348,3.690478648621844,1.6090514218895877,-0.23848321383761298,3.4800678837936045,2.0689774179568485,8.76507300753744,0.13765982358484402,1.0421755824205623,1.2433077427307546,0.1386686061023578,2.384955186892264
